text,labels
"he is the principal of a corporate advisory company which provides financial and secretarial services specializing in capital raisings and initial public offerings. previously mr middlemas worked for an international accountancy firm. his fields of expertise include corporate secretarial practice, financial and management reporting in the mining industry, treasury and cash flow management and corporate governance. mr middlemas is currently ceo and company secretary of bauxite resources limited, and cfo/company secretary of rbr group limited, alto metals limited and enterprise metals limited.",1
"during her nine years of working in the accounting industry, the first three years were as an intern while attending college. under the direction of a tax attorney, she completed her first two seasons of tax work at a small chicago firm before moving into an in-house accounting position for a global medical company. this allowed karen to pursue her law degree, while maintaining a full-time accounting position. nearing the end of her juris doctorate candidacy at john marshall law school, karen looked to re-enter the public accounting field. karen has completed her work at the law school.",0
"her expertise lies in government compliance, including analyzing accounting structures, creating and implementing policies and procedures, and preparing financial reports.",0
"he has helped numerous clients improve their financial well-being with various accounting strategies that include financial reporting, financial analysis, advisory services and much more.",1
"after working in a large company, she started working in sadaka-reut in the field of political education, where she accompanies a commune of jewish & arabic youth that are leading campaigns for political and social change. she also works as a consultant for women in micro-enterprises. she dreams to be on a cuban beach smoking cigars all day and dancing cha-cha-cha all night. (arab., heb.)",0
"she currently serves as the director of finance and information for a mid-sized not for profit organization in chicago. her experience in the accounting field spans more than 35 years developed in public accounting, manufacturing, insurance and 501 c(3) based not-for profit organizations. she has worked as a controller and manager of process improvement projects, general accounting and reporting, accounts payable, accounts receivable, consolidations, statutory reporting, cost accounting and tax-exempt compliance reporting at allstate insurance company, motorola, rotary international, and goodwill industries to name a few. bonnie received a bs degree in accounting from north carolina a&t state university in greensboro, she worked as an auditor for arthur andersen & co. and became licensed as a certified public accountant (cpa) shortly thereafter.",0
"he is an institute of directors-accredited director, with governance skills and experience on a number of boards in the not-for-profit and commercial sectors.",1
"she spent her early years traveling and now resides in her home town with her husband, two kids, and four dogs. following in the footsteps of her grandmother who has published two books recently, she decided it was time to start putting her ideas into writing. number four is just the first in a series of crime/thriller novels she plans to publish.",0
"jessica b. pressgrove has been issued a tennessee license number 20984. all cpas, including jessica b. pressgrove, have at the minimum an undergraduate degree in accounting, passed a rigorous national exam and adhere to mandated continuing education requirements of their states in which they are licensed. cpas can work in private industry, education or government but most people think of cpas during tax season as the experts in tax preparation. their overall training in business and knowledge in principles of general law and taxation provide cpas with the skills to help individuals with both personal and business financial decisions.",0
a large part of his career has been with chartered accountants beattie rickman in hamilton though he has worked overseas as well. he is an associate of the arbitrators and mediators institute of new zealand. he is chair of learning media and also the waikato regional airport limited.,1
"leslie’s professional experience includes tax preparation for individuals, corporations, and nonprofit organizations. leslie is currently in her final semester of her undergraduate degree in accounting at indian river state college, and is working towards obtaining her cpa license. leslie has been a resident of vero beach since 1999, and is a graduate of vero beach high school.",0
"previously, moyosore assisted in scaling accounting operations at andela and at yext, up through its pre-ipo stage. prior to yext, she managed the accounting department for the international operations of motley fool.",0
"chang kong foo started his professional practices in 1982 and has since been providing services in auditing, taxation, accounting, business development, financial planning and corporate secretarial practice.",1
"she wrote a chapter on financial empowerment in “the better business book, volume 2.” she is currently writing a tax help book for businesses that revolve around real-life situations. mari has received a bachelor’s and a master’s degree in accounting and received humanitarian of the year award from tamiu for her efforts to educate students on the political process. she is currently the president of georgetown art works, treasurer for flyte and a casa volunteer.",0
"after working in the accounting profession, he joined aminex as group financial controller in 1994, was subsequently appointed chief financial officer in 2010 and finance director in march 20014. during that time, he has been involved with aminex's operations in russia, the usa, tanzania, kenya and tunisia. mr. williams was appointed company secretary in 1999. he is a graduate of the university college of wales, aberystwyth, and holds a degree in accounting and law.",1
"now resident in scotland, she has held a number of senior policy, operational and corporate services positions in the northern ireland civil service. as head of security policy and operations, she had policy lead for the ni organised crime taskforce and the normalisation agenda associated with policing and security in response to political developments.",0
"he holds a bachelors degree in business administration from eastern michigan university and a masters of science in taxation degree from walsh college. he is a member of the american institute of certified public accountants, and the michigan association of certified public accountants.",1
"he earned a masters degree in taxation from baruch college's zicklin school of business. shaun greenwald worked at several major firms, including pricewaterhousecoopers, kpmg and grant thornton.",1
"irene joined gerety & associates, cpas in january 2007 after working with rsm mcgladrey, inc. for 5 years where she gained knowledge and experience in a variety of industries including construction and health care. because of her close ties and working relationships with dan and cindy, irene decided to join the dynamic team of professionals at gerety & associates, cpas where she is dedicated to providing each client with the highest level of service. irene has substantial experience in the accounting and income tax arena's (both individual and business) as well as dealing with irs issues.",0
"she is a director of a number of companies including nab wealth subsidiaries and is also a director of victoria’s largest non-government provider of disability services, yooralla.",0
"he worked previously as a lecturer at the university of ilorin, nigeria. he is presently a senior lecturer and head of department of accounting, economics and finance at the lagos business school, pan-african university, lagos, nigeria. his teaching responsibilities and research interests include environmental and social accounting, management accounting, financial accounting and taxation.",1
juara has wide audit experiences in various industries and began his career with grant thornton from 1994. he is also the member of the indonesian institute of accountants.,1
"she's an empowered (and empowering) financial services advocate, providing young entrepreneurs and start ups with the right tools needed to turn their dreams into a reality worth investing in. www.lisazamparo.com",0
"she has been an etailer for over 10 years and an affiliate marketer for over 8. joann started selling on ebay in 2001, and was recruited by amazon when they opened their clothing category. her first fba order was on 1/9/2008. joann started to sell christmas presents on ebay and has a goal to earn of a $100 per week. she and her husband just did it for fun.",0
he joined the wcm ministry which is led by the chairman rev:dr nissanka in the year 1998. up to-date he has beens serving in the organization as a faithful hardworking member with an unblemished record.,1
"ms. tracy holds a bachelor of science in business administration from stonehill college and a master of science in taxation from bryant university. before founding mandel & tracy, she was a senior manager at kpmg working in their boston, ma; providence, ri; and montvale, nj offices for numerous tax clients while facilitating various national-level training sessions.",0
"his varied professional experience ranges from cfo of owner operated businesses to being a partner in local and national accounting firms where he advised clients in a variety of industries, including small and median owner operated businesses, public companies, aboriginal governments and related organizations and not for profit organizations.",1
he continues to serve on various professional committees and is involved in his church. in addition he is now also an author with his book ‘financial reporting for directors in south africa’ having been published shortly before this book. he is married with three daughters and in 2015 completed the cape town cycle tour for the 22nd time.,1
"she was finance director and company secretary of charteris plc, an aim listed it consulting company. her other roles includefinance manager and business analyst at logica plc and strategic planning manager at sony uk.",0
cloud state university in minnesota. she teaches financial accounting and was named a 2002 g.r. herberger distinguished professor of business. see less,0
"louis, mo and a proud graduate from the university of missouri. john is a die-hard detroit red wings fan and an all-around hockey enthusiast. while hockey is his favorite sport, “jmb” is a true year-long grinder and plays nearly every sport dfs has to offer. john was a finalist in the 2011 fanduel daily fantasy baseball championship and led (the now defunct) daily joust in nhl wins. he’s also been nominated for the 2014 best fantasy baseball ongoing series, 2015 hockey writer of the year and 2016 hockey writer of the year awards by the fantasy sports writer’s association (fswa). john can be found on twitter @jmbwngfn.",1
"mrs. diddle has worked extensively with ut alumni and is actively involved in fundraising efforts for the university of tennessee. she is a leader in many local organizations that promote education, leadership and volunteerism.",0
"he has managed numerous investigations into financial irregularities across africa that resulted in civil proceedings, regulatory inquiries or criminal proceedings. andré is also the service line lead for fraud management, advising clients on effective strategies to mitigate fraud risk.",1
"he started his career as a partner with b. thiagarajan & co, a mid-sized audit firm in chennai, handling audit, assurance and risk advisory services. subsequently he was with ab mauri india, a global yeast and bakery ingredients manufacturing company, handling varied roles as internal auditor for south asia. in 2013, he co-founded kasg finnaissance consulting, a boutique outfit focused on providing management and cfo consulting services to the sme segment.",1
he previously had worked as an accountant for an oil company. mr. tanner has many clients in energy-related companies. he has investment experience in real estate and oil properties.,1
"as state auditor, wood is responsible for making sure north carolina agencies are getting good values on contracts and spending money as intended by the general assembly.according to her campaign biography, wood grew up on her family’s farm near cove city in eastern north carolina, put herself through east carolina university and became a cpa in 1987.she worked in the state auditor's office for 15 years before leaving her post in 2007. the next year, she ran against and beat her former boss. she was re-elected in 2012. although she faced scrutiny early in her first term for not releasing an audit related to former gov. mike easley, wood has since earned a reputation as leading an agency that is willing to criticize departments overseen by fellow democrats.",0
"he is a director and the coo – chief operating officer, at mallah furman, a certified public accounting firm which has served south florida and the surrounding region for over 50 years. barry also serves as a member of the firm’s executive committee.",1
"she took her first yoga class in 2006 and later decided to marry her business expertise with her passion for yoga and opened her first studio, hauteyoga queen anne, in 2009, followed by shefayoga roosevelt in 2013. she created sendatsu evolution in 2015, a teacher-training and leadership program that hosts several trainings, retreats, and workshops annually. she lives in seattle with her daughter.",0
"his expertise lies in financial services, strategic planning, international banking, corporate finance, corporate law, industry, joint ventures, retail financing and stock exchange. his experience in industry, finance and banking make a unique combination. his spirit of entrepreneurship led him to set-up capital trust limited (ctl), one of the first few finance and leasing companies in the year 1985. a global presence was established when ctl became a representative of several leading international banks including bankgesellschaft berlin ag (germany), gruppo arca nordest banks (italy), bancosabadell (spain), commonwealth bank (australia), royal bank (canada), bank of austria, the national commercial bank (saudi arabia) . ctl also established dbs capital trust securities india pvt. ltd., a joint venture company with dbs bank, singapore.",1
"he joined northern & shell in 1995 as financial controller, became deputy finance director in march 1998 and took up his present position of group finance director in may 1999.",1
"he is a former deputy editor of the east london advertiser where he was the press gazette reporter of the year in 2008. at the sunday express he has been whitehall editor and still writes as home affairs editor, whilst also serving as digital news director for both the sunday & daily express.",1
"born in jamaica, and one of 10 children, she revered her mom. as a child, she lived on a farm where her and her siblings helped to tend to the animals prior to going to school. rita knew at a very young age that she would divorce the farm life in search for something else. in school, her subject that she excelled in was math; therefore, it was no surprise when she decided to major in accounting. although accounting was her profession, cooking was her passion. growing up she watched her mom make all the authentic jamaican dishes and was fascinated with the way her mom could make a four-course meal out of barely anything. over the years rita’s home was the home that everyone celebrated the holidays because one thing was for sure and that was the meal would be delicious. now at age 70, rita has decided to put those delicious recipes in her first cookbook.",0
"he is the managing director of bencini demajo corporate services ltd, a financial service provider. he obtained a bachelor of science degree in business management & computing at the univeristy of malta. he furthered his studies at the same university by obtaining a bachelor of commerce honours degree in business management. he then went on to achieve a masters degree in business administration in 2001. having obtained invaluable experience within the advisory services department at pricewaterhousecoopers, graham completed his studies by pursuing an acca (association of chartered certified accountants) professional qualification.",1
"he joined the universal service administrative company (usac) as an auditor in 2011. prior to joining usac, he worked in public accounting for two and half years after earning his undergraduate degree in accounting from robert morris university (pa).",1
"she tackles genealogy research and education in the same logical way she’d approach an accounting problem. she has lectured internationally and written for numerous genealogical publications. reach mary at mroddyn3@msn.com and read her blog, searching for stories, at mkrgenealogy.com/searching-for-stories-blog",0
"she worked in the banking, insurance, and software development industries for many years before returning to graduate school to earn a master's and doctorate in theology. in 2009 she was diagnosed as being in the final stage of blood cancer and was successfully treated at vcu's massey cancer center, where she recovered fully. in 2012 she and her husband founded a small, nonprofit corporation, just compassion, which provides free medical and dental care via mobile units to underserved children in pockets of poverty throughout virginia and west virginia. while her husband manages the nonprofit during the week, she does public speaking/fundraising on the weekends. heaton joined dar staff in 2017 as a grateful patient/staff accountant. she loves giving back to the university that literally saved her life!",0
"umasuthan has over 30 years of experience in accounting, tax and management from various parts of the world, including sri lanka, zambia, saudi arabia and canada. umasuthan is also involved in many community organizations. he has served as president of few npos including sithankerny ontrium cultural association of ontario, jaffna college alumni association of toronto, canadian association of the institute of chartered accountants of sri lanka, and past general secretary of the thamil isai kalaamanram of ontario. umasuthan lives in toronto with his wife and daughter.",1
"he graduated from the university of texas at austin with a masters in professional accounting, and has been practicing as a cpa for over 15 years. he has experience working in both the corporate tax world (temple-inland, inc. and freescale semiconductor, inc.) as well as in public accounting with firms in the austin area. in 2015, iain started his own tax preparation and business consulting firm and brings a wealth of knowledge to his clients in a relaxed and amiable manner.",1
"she started her career at ernst & young, llp and mcgladrey & pullen, llp as an auditor. her experience includes non-profit organizations, database marketing, lodging and hospitality, real estate, education, telecommunications, consumer products, financial services, insurance, and health services. aderonke is a member of the american institute of certified public accountants (aicpa) and national association of black accountants (naba).",0
"liem graduated from concordia university with a bachelor’s degree in management information systems and accounting. liem has held his cpa license in va since 2001. prior to working at viu, liem worked in different roles for both for- and non-profit companies, as well as on government contracts.",1
"he has audited and advised multinational companies for more than 20 years. currently, he is the partner in charge of the japan desk of hls mexico, while also serving as statutory examiner for many institutions, including the liceo mexicano japonés ac, his alma matter and an important bridge between mexican and japanese cultures. his extensive experience, mastery of three languages (spanish, english, and japanese), and his knowledge of different cultures make him a rare professional who can offer clients unique perspectives. he started his career as an auditor for deloitte and played a key role in the opening of deloitte’s reynosa office. he was promoted to partner in 2006. mr. funakubo joined the hls global group in 2010, in search of new professional goals. he holds a degree in public accounting from the instituto tecnológico autónomo de méxico.",1
"he spent 13 years with arthur andersen and ten at wpp as chief financial officer. he then joined cable & wireless as chief financial officer in 1996 and subsequently served as deputy chief executive and then chief executive of cable & wireless regional, leaving in 2003. robert was ceo of aegis group from 2005 to 2008, and was eight years on british american tobacco's board as a non-executive director until 2013. robert currently serves as a non-executive director of itc limited, a large indian conglomerate, dji (holdings) plc and spire healthcare group plc.",1
"for over 15 years, brian has served as a trusted advisor to multi-state businesses and their owners, focusing on the manufacturing and distribution, real estate, and service industries. he has helped these clients in all stages, from business formation to successful exits, including sales to private equity funds and esops. brian resides in atlanta with his wife and twin 3 year old sons.",1
esther and her team offer accounting and book keeping services for small to medium companies. some of her clients sit in the clusterhaus and as little birds tweet are very content with her work.,0
"he has served as the managing partner of m/s ray & ray, a reputed chartered accountant firm and also as the president of the institute of chartered accountants of india.(icai). he is also a non-executive independent director of eih ltd, and french motor car co. ltd., etc. he is also associated with different social and philanthropic associations.",1
"he has held positions at both large and small firms, and worked with clients of all sizes, and now focuses on the tax and accounting matters of small-to-medium sized private businesses and their owners.",1
"prior to his appointment of timmins gold controller in 2005 he was moore stephens sonora office audit manager and independent consultant. he has been involved in all the financial activities since the company incorporation and has participated in the operation, regulations and legal activities. he also has been involved in the financial management role for other companies of the mining sector. in 2009 was appointed vice president finance mexico and in 2017 he was appointed country manager mexico.",1
he got his bsc in commerce from ain shams university in 2004 and pursued his studies in the above fields of knowledge till he discovered the theories demonstrated in this book.,1
"he has had experience in managing various projects in the areas of erp {development & implementation}, corporate banking, financial planning and analytics, automated testing, financial consolidation, business intelligence, and marketing analytics. harshal has been associated with marico limited as manager – business applications where he leads critical business applications such as... [more]",1
"previously he held employment with ryan associates and the avenue capital group. an athlete, kevin martoken enjoys playing in local leagues and also supports the new york mets and the giants.",1
"prior to joining changelab solutions, trinh worked as an internal auditor at sterling hsa. he has more than eight years of experience in a variety of industries, including public accounting, retail, nonprofit and health service administration. trinh graduated from csu hayward with a degree in accounting. jessica wickens, mfa",1
"her organization agreed to fund her degree with similar terms as wade. after reflecting on her growth, kim realized that she didn't want to return to her current role within the organization and sought a broader responsibility to hone her skills and knowledge. she was able to use the program to transition to a small technology company and to broader operational role. the decision to transition came with the large price tag of having to pay her former employer back for her tuition fees but for her it was the right decision.",0
"she received her mba in finance from post university and a bs in accounting from central connecticut state university. belfonti companies, llc real estate development and investment, with a central office located in hamden, connecticut, actively and aggressively pursues opportunities throughout the united states and internationally. © the belfonti companies. all rights reserved. ",0
"he was at lucas aerospace for 15 years, rising to the role of finance director, before joining meggitt in 1993. he served as meggitt's finance director from 1995 to january 2001 when he became ceo on the retirement of the previous incumbent. since that time meggitt's shares have put on 70% compared to a 15% drop for bae's.",1
"smucker company in orrville, ohio as the manager, financial accounting and consolidation. in this role, she oversees the consolidation of the financial results and fulfilling all of the external reporting requirements with the securities and exchange commission (sec). previously, she held roles at a. schulman, inc. and ernst & young. lindsay graduated from kent state university with both her bs in accounting in 2008 and her ms in accounting in 2009. in her spare time, she loves to workout or do any type of physical activity, be in the kitchen, and spend time with her family. lindsay and her husband tim currently reside in north canton, ohio with their two children, bradley (2.5 years) and kennedy (7 months).",0
she is the finance manager at mercy connections and the treasurer at both the burlington bicycle project and the first unitarian universalist society of burlington.,0
"he’s held executive leadership roles in blue chip companies in both the uk and europe. he has experience of all aspects of business management including financial control, business development, strategic planning and corporate governance.",1
she is a certified public accountant and has been with the firm since 1999. her favorite activity outside the office is getting together with family and friends.,0
"marlon has previous water utility experience as cfo of manukau water limited and chief customer officer for watercare. he was appointed to the role of chief financial officer in july 2018, and holds responsibility for watercare’s financial stability and commercial focus. he oversees the financial planning and analysis, supply chain, property, legal, internal audit, risk and resilience functions.",1
"he is an expert at using his accounting and auditing skills to provide the government agencies with high-quality reports and maintain compliance. he has consistently provided employers with outstanding service and demonstrated his commitment to excellence for every job he has undertaken.gary kapanowski was previously part of the dcaa compliance team and a liaison who was responsible for developing and receiving approval of forward price rates, overheads, accounting changes and comprehensive business plans. he was responsible for creating numerous closure and design-to-cost reports during his time at dcaa. read more here:- https://garykapanowski.wordpress.com/2015/02/09/gary-kapanowski-part-of-the-dcaa-compliance-team/",1
mr. ahmed is also a certified sustainability reporting specialist. he was trained from malaysia and indonesia on sustainability reporting. he is one of the pioneers in bangladesh banking industry who started to produce full scale sustainability report and integrated report for bank.,1
"she found a home with a foster mother and lived a somewhat normal life. annie is the daughter of the man who was allegedly the “newton slayer” a serious killer from newton, iowa who targeted young mother’s. since the visions began she decided to travel back to the source of all her adult issues, newton.",0
she has previously been a member and co-chair of the invercargill city council youth council which she sat on for four years. tessa represents the youth sector of southland.,0
"sarah has worked with freelancers and contractors throughout her career, starting as an expenses assistant within an umbrella company and working with many market-leading contractor accounting firms before setting up her own practice.",0
"she graduated with an m.b.a. from rollins college in 2006 and a bachelor of arts in organizational communication from rollins college in 2003. carrie served as it a director in information technology at rollins prior to transitioning to director of financial information systems and strategic initiatives. carrie also serves on the board of ten thousand villages and teaches as an adjunct professor of financial/managerial accounting, information technology, and digital video.",0
"sheila c. geeslin has been issued a tennessee license number 5854. all cpas, including sheila c. geeslin, have at the minimum an undergraduate degree in accounting, passed a rigorous national exam and adhere to mandated continuing education requirements of their states in which they are licensed. cpas can work in private industry, education or government but most people think of cpas during tax season as the experts in tax preparation. their overall training in business and knowledge in principles of general law and taxation provide cpas with the skills to help individuals with both personal and business financial decisions.",0
she has also taken a number of courses in taxation. she currently is the accountant at the saskatchewan writers’ guild as well as owning her own accounting firm.,0
"he has 30 years of experience in auditing, accounting, tax planning, team building and management. john has worked for ernst & young cpas and most recently was the cfo for a large local retailer. currently he is a partner with chief growth officers, llc and is a member of the american institute of certified public accountants and the florida institute of certified public accountants. john graduated magna cum laude with bs in accounting from the university of akron in akron, ohio.",1
"he was a former economic adviser in south africa, the first chairman of the steering committee, chief executive of the secretartiat of the new partnership for africa's development (nepad), a former president of the south african institute of chartered accountants, a former chairman of the south african council of higher education, and a former president of the international organization of employers.",1
"she loves to be at home, enjoys occasional adventures and becomes happy with the simplest things like coffee, a walk along the beach or hearing birds sing by her window when she wakes up.",0
"robert is better able to help his business clients with their legal problems because his cpa, mba and business experience give him the tools to do so.",1
"delancey has experience working for the u.s. department of justice as a financial investigator, the state of georgia as a forensic accountant, and bank of america as a bank security and bank operations manager. he holds a b.a. from the university of georgia and a b.b.a from georgia state university.paul andrew graduated from the university of georgia and received his juris doctor from georgia state law school. he has almost twenty years of experience working in private practice in lawrenceville, ga.",1
"while preparing thousands of tax returns over the years, he has developed close relationships with his clients and their families. unfortunately, he has witnessed (many times) the devastation and frustration brought on when a family needs to recreate a household's financial puzzle.",1
"she has over 25 years of experience in accounting and business consulting. she is a part of the quickbooks pro advisor network in both the desktop and online versions. in addition, tracy loves to work with those in the non profit community and has received her cnap (certified non profit accounting professional) certification.",0
"he has spent the last 15 years in financial management of non-profits and is the director of finance for the acton institute in grand rapids, michigan. for this film he served as the business manager but also found himself behind the camera among other decidedly non-bean-counting pursuits.",1
he's connected with several other charities assisting the poor and homeless and is active in the field of education. he is also vice chair of st dominic's sixth form college in harrow and a director of terra nova pension trustee limited.,1
"in his career, he has worked as both a cpa and a chief financial officer in the healthcare and real estate industries. bill received both his bachelor of business administration (accounting) and master of taxation from georgia state university. as the owner of rozar morris, bill’s mission is to provide a highly proactive, personalized and consistent level of service to all of his clients. he and his team are dedicated to fulfilling that goal each and every day.",1
"a member of the society since 1994, he has served the organization as vice president and president of a conference, a district council president, archdiocesan vice president and treasurer, as well as a regional treasurer. he also has served as the chair of a vincentian life committee. he has a bachelor’s degree from loyola university in chicago and an mba from the university of detroit.",1
"he often writes about his personal experiences to help others learn more about this fascinating market. for reliable information, creighton often consults the barchart.com website, however he is not affiliated with this company in any way.add a comment: name* e-mail* comment* send",1
"lance currently works as the managing director of joshua lance cpa, llc, a tech-focused boutique accounting firm specializing in outsourced accounting and cfo services to small businesses and entrepreneurs using cloud based solutions. his previous work includes more than a decade of accounting and auditing experience at top-10 national public accounting firms, including diversified financial management corp., n pritzker capital management llc, and crowe horwath llp. his more recent work includes managing cash-flow and investments for high-net-worth individuals.",1
"his clients come from a variety of fields including healthcare and construction as well as the non-profit sector. hall&apos;s services include tax, accounting and consulting work.</p>",1
"beth ann’s background comes with more than 17 years working in local government as a finance director. she became signal’s financial accountant in june, 2010. in this role, her responsibilities include receipt and payment of all vendor invoices, contract billing preparation, maintenance of accounting informantion, financial reporting, budgeting, and audit preparation. marketing and communications department",0
"in 2017 kita moved from georgia and has made tampa her new home. she has been practicing many different latin styles, including salsa, merengue, and bachata, for over 8 years. in addition to being a salsa instructor at the way 2 dance, she is also a licensed zumba and zumba gold instructor since december 2016.",0
"he has provided tax and audit services to clients in a range of industries including construction services, retail trade, nonprofit organizations, closely held businesses, employee benefit plans and energy services. lee also has experience helping clients with personal tax and estate planning.",1
"he is the audit partner responsible for auditing the financial statements of core technology’s u.s. operations for the fiscal year ended december 31, 2010. during all times relevant to this case, thomas was also a partner with weiss and associates, llp. core technology, based in frankfurt, germany, is an international advertising and media services conglomerate with offices throughout the world. kuhn and dieter is core technology’s frankfurt-based auditing firm and issues joint reports with weiss and associates, llp. during the relevant period, core technology was a foreign private issuer whose american depository receipts were registered with the securities and exchange commission and were listed on the nyse.",1
"his first book, a rising man, was the start of a series set in india during the period between the two world wars, when the uk still occupied it. his new book, a necessary evil, continues the story of captain sam wyndham and sergeant ‘surrender-not’ banerjee of the calcutta police force.",1
"he has an in-depth understanding of present indian and global tax policies. he has been a member of various chambers of commerce and management associations. he has spoken on ""out-bound investment from india"" at the american embassy in new delhi. through his blog, he will concentrate on simplifying complex tax situations and contribute towards tax reforms. puneet puri is a chartered accountant with more than 15 years of experience in direct tax matters. he has an in-depth understanding of present indian and gl. . . more",1
"instead, he ends up wanted for murder and on the run. he befriends an indian who nurses him back to health and provides philosophical commentary. they are pursued by a trio of bounty hunters, including one very nasty man with cannibalistic tendencies. depp and friend manage to find their way to an indian village for a final showdown with their pursuers, and themselves. shot in glorious black-and-white by robby müller and featuring an anachronistic but effective solo guitar soundtrack by neil young. it goes off the rail occasionally with jarring, over-the-top violence, but manages to be both entertaining and thought provoking, if not downright awe inspiring.",1
"she has worked for companies in nottingham, london and dublin. eithne provides financial management and strategic advice to a full range of business entities from large organisations to small growing businesses.",0
"tony was a founder of dowgate capital plc, a specialist aim market nominated adviser and broker. he was appointed chief executive on 2004 and led the successful development of the group until its sale in summer 2009. since then, tony and his team from dowgate have successfully established cairn financial advisers llp, an aim nominated adviser, plus adviser and takeover code specialist. tony is a member of the aim advisory group of the london stock exchange.",1
from 1992 until today she has successfully managed and grown a regional tourism venture into a major tourism company. she has a proven background in fundraising and charity events and a keen interest in film and is dedicated to advancing cinefestoz and tourism in the south west region.,0
"ms foreman has over 11 years of combined experience with top and middle tier accounting firms, and more recently a corporate advisory company specialising in the areas of audit, advisory and corporate services. ms foreman has extensive skills in the areas of audit, corporate services, due diligence and asx corporate compliance.",0
"after strange occurrences begin haunting her, she�s convinced by a motherly friend to take a vacation in <?xml:namespace prefix = st1 ns = ""urn:schemas-microsoft-com:office:smarttags"" />scotland. while there, she meets the man of her dreams, a handsome stranger with shifting hazel eyes.",0
"a consultant and non-executive director, she previously served as an elected member of the sa accounting practices board and is the ex-chairperson of the chamber of mines accounting committee. her other recent board memberships include non-executive directorships at teba limited, metamar limited and rand refinery. she’s also been active in the non-profit sector as a director of the ekurhuleni jewellery beneficiation project and a benefactor of wecare, a community upliftment initiative that helps orphaned children. she holds bachelor of commerce and bachelor of accountancy degrees from the university of the witwatersrand.",0
"at all relevant times he was a partner in the accounting firm of deloitte & touche (""deloitte""). bacsik served as engagement partner for the audits of the year-end financial statements of fine host corporation from at least 1993 through fine host's fiscal year ended december 25, 1996. he was also the engagement partner for the reviews of fine host's quarterly financial statements for the relevant periods in fiscal 1996 and for the first quarter of fiscal 1997.",1
"throughout his career, gavin has held key financial positions with various building and construction companies. gavin commenced his career as canstruct chief financial officer in 2013. his role includes supporting the ceo and management team to develop and deliver strategy and planning, and managing the risks associated with an international building and civil engineering business. since tenure as canstruct cfo, gavin has taken a lead role in the augmentation and improvement of the company systems and financial processes to support the growth of the company.",1
he founded frontline accounting in manila using an offshore model. he and his team have helped so many people in times of trouble throughout the philippines with their outreach progr...,1
"he has worked for the past decade in middle-market investment banking with several firms in the st. louis area. during that time, he led a number of successful sell-side engagements representing privately owned businesses in aerospace/defense, professional services and craft brewing. prior to his investment banking career, dan served as senior vice president with engineered support systems (essi), a st. louis-based defense contractor, where he directed m&a activities and managed investor relations for this high-growth public company. in this role, he completed the acquisition of nine separate privately owned businesses generating combined annual revenues of $650 million and representing an aggregate transaction value of approximately $500 million.",1
"laura previously worked for pricewaterhousecoopers toronto office. currently she is a risk and assurance consultant with the internal audit division of ontario’s treasury board secretariat. laura holds a master of management and professional accounting degree from the rotman school of university of toronto. in her spare time, laura has volunteered to speak on various topics of professional development for her friends and the accounting professionals in the chinese community. she enjoys travelling and resides in toronto with her husband and three-year old twins.",0
"his expertise includes accounting and auditing, income tax planning and preparation, and financial consulting for individuals and businesses. these are just some of the businesses that he has helped with their tax and accounting needs: restaurants, retail, real estate partnerships and brokerages, construction contractors, doctors, dentists and attorneys.",1
"he recently served as chief financial officer and one of the general partners/founders of stephan pyles enterprises, a multi-unit restaurant holding company based in dallas. previously, michael served as chief operating officer of landmark land company, a $2.5 billion real estate development company with resort and hotel operations in california, florida, south carolina, louisiana and oklahoma.",1
"throughout 2000, teren seto reported directly to teo and his wife, annie teo, on a daily basis. in 2000, teren seto knew that teo was a substantial shareholder of musicland securities.",1
he is a keen supporter of the garrick youth theatre and shakespeare in the park and has been a city councillor since may 2007 where he represents the st john’s ward.,1
"he is a member of the american institute of certified public accountants and the california society of certified public accountants. travis opened the firm in january 2011 after working for 6 1/2 years in public accounting gaining valuable and diverse experience in audit, taxation, consulting, and accounting engagements.",1
her primary responsibility is working with high wealth families and meeting their accounting and reporting needs. in addition to the family office work she also prepares individual and business tax returns.,0
"she holds a master’s in public and nonprofit administration from metropolitan state university. her current board positions include great minds learning center and the arrowhead regional arts board. tammy has also served as a panelist for the state arts board. for the past six years tammy served as finance director for the minnesota discovery center in chisholm. tammy was very involved in operational management using financial information to help guide the organization. most recently, tammy has established a consulting service to help nonprofits in capacity building.",0
