hard_text,profession,gender
"During her nine years of working in the accounting industry, the first three years were as an intern while attending college. Under the direction of a tax attorney, she completed her first two seasons of tax work at a small Chicago firm before moving into an in-house accounting position for a global medical company. This allowed Karen to pursue her Law Degree, while maintaining a full-time accounting position. Nearing the end of her Juris Doctorate Candidacy at John Marshall Law School, Karen looked to re-enter the public accounting field. Karen has completed her work at the Law School.",accountant,Female
"Her expertise lies in Government compliance, including analyzing accounting structures, creating and implementing policies and procedures, and preparing financial reports.",accountant,Female
"He has helped numerous clients improve their financial well-being with various accounting strategies that include financial reporting, financial analysis, advisory services and much more.",accountant,Male
"After working in a large company, she started working in Sadaka-Reut in the field of political education, where she accompanies a commune of Jewish & Arabic youth that are leading campaigns for political and social change. She also works as a consultant for women in micro-enterprises. She dreams to be on a Cuban Beach smoking cigars all day and dancing Cha-Cha-Cha all night. (Arab., Heb.)",accountant,Female
"She currently serves as the Director of Finance and Information for a mid-sized not for profit organization in Chicago. Her experience in the accounting field spans more than 35 years developed in public accounting, manufacturing, insurance and 501 c(3) based not-for profit organizations. She has worked as a Controller and manager of process improvement projects, general accounting and reporting, accounts payable, accounts receivable, consolidations, statutory reporting, cost accounting and tax-exempt compliance reporting at Allstate Insurance Company, Motorola, Rotary International, and Goodwill Industries to name a few. Bonnie received a BS degree in accounting from North Carolina A&T State University in Greensboro, she worked as an auditor for Arthur Andersen & Co. and became licensed as a Certified Public Accountant (CPA) shortly thereafter.",accountant,Female
"He is an Institute of Directors-accredited director, with governance skills and experience on a number of boards in the not-for-profit and commercial sectors.",accountant,Male
"She spent her early years traveling and now resides in her home town with her husband, two kids, and four dogs. Following in the footsteps of her grandmother who has published two books recently, she decided it was time to start putting her ideas into writing. Number four is just the first in a series of crime/thriller novels she plans to publish.",accountant,Female
"Jessica B. Pressgrove has been issued a Tennessee license number 20984. All CPAs, including Jessica B. Pressgrove, have at the minimum an undergraduate degree in accounting, passed a rigorous national exam and adhere to mandated continuing education requirements of their states in which they are licensed. CPAs can work in private industry, education or government but most people think of CPAs during tax season as the experts in tax preparation. Their overall training in business and knowledge in principles of general law and taxation provide CPAs with the skills to help individuals with both personal and business financial decisions.",accountant,Female
A large part of his career has been with chartered accountants Beattie Rickman in Hamilton though he has worked overseas as well. He is an associate of the Arbitrators and Mediators Institute of New Zealand. He is chair of Learning Media and also the Waikato Regional Airport Limited.,accountant,Male
"Leslie’s professional experience includes tax preparation for individuals, corporations, and nonprofit organizations. Leslie is currently in her final semester of her undergraduate degree in accounting at Indian River State College, and is working towards obtaining her CPA license. Leslie has been a resident of Vero Beach since 1999, and is a graduate of Vero Beach High School.",accountant,Female
"Previously, Moyosore assisted in scaling accounting operations at Andela and at Yext, up through its pre-IPO stage. Prior to Yext, she managed the accounting department for the international operations of Motley Fool.",accountant,Female
"Chang Kong Foo started his Professional Practices in 1982 and has since been providing services in auditing, taxation, accounting, business development, financial planning and corporate secretarial practice.",accountant,Male
"She wrote a chapter on financial empowerment in “The Better Business Book, Volume 2.” She is currently writing a tax help book for businesses that revolve around real-life situations. Mari has received a bachelor’s and a master’s degree in Accounting and received Humanitarian of The Year award from TAMIU for her efforts to educate students on the political process. She is currently the President of Georgetown Art Works, Treasurer for FLYTE and a CASA volunteer.",accountant,Female
"After working in the accounting profession, he joined Aminex as Group Financial Controller in 1994, was subsequently appointed Chief Financial Officer in 2010 and Finance Director in March 20014. During that time, he has been involved with Aminex's operations in Russia, the USA, Tanzania, Kenya and Tunisia. Mr. Williams was appointed Company Secretary in 1999. He is a graduate of the University College of Wales, Aberystwyth, and holds a degree in Accounting and Law.",accountant,Male
"Now resident in Scotland, she has held a number of senior policy, operational and corporate services positions in the Northern Ireland Civil Service. As Head of Security Policy and Operations, she had policy lead for the NI Organised Crime Taskforce and the normalisation agenda associated with policing and security in response to political developments.",accountant,Female
"He holds a Bachelors degree in Business Administration from Eastern Michigan University and a Masters of Science in Taxation degree from Walsh College. He is a member of the American Institute of Certified Public Accountants, and the Michigan Association of Certified Public Accountants.",accountant,Male
"He earned a Masters Degree in Taxation from Baruch College's Zicklin School of Business. Shaun Greenwald worked at several major firms, including PricewaterhouseCoopers, KPMG and Grant Thornton.",accountant,Male
"Irene joined Gerety & Associates, CPAs in January 2007 after working with RSM McGladrey, Inc. for 5 years where she gained knowledge and experience in a variety of industries including construction and health care. Because of her close ties and working relationships with Dan and Cindy, Irene decided to join the dynamic team of professionals at Gerety & Associates, CPAs where she is dedicated to providing each client with the highest level of service. Irene has substantial experience in the accounting and income tax arena's (both individual and business) as well as dealing with IRS issues.",accountant,Female
"She is a director of a number of companies including NAB Wealth subsidiaries and is also a director of Victoria’s largest non-government provider of disability services, Yooralla.",accountant,Female
"He worked previously as a Lecturer at the University of Ilorin, Nigeria. He is presently a Senior Lecturer and Head of Department of Accounting, Economics and Finance at the Lagos Business School, Pan-African University, Lagos, Nigeria. His teaching responsibilities and research interests include environmental and social accounting, management accounting, financial accounting and taxation.",accountant,Male
Juara has wide audit experiences in various industries and began his career with Grant Thornton from 1994. He is also the member of the Indonesian Institute of Accountants.,accountant,Male
"She's an empowered (and empowering) financial services advocate, providing young entrepreneurs and start ups with the right tools needed to turn their dreams into a reality worth investing in. www.lisazamparo.com",accountant,Female
"She has been an etailer for over 10 years and an affiliate marketer for over 8. Joann started selling on eBay in 2001, and was recruited by Amazon when they opened their Clothing Category. Her first FBA order was on 1/9/2008. Joann started to sell Christmas presents on eBay and has a goal to earn of a $100 per week. She and her husband just did it for fun.",accountant,Female
He joined the WCM Ministry which is led by the Chairman Rev:Dr Nissanka in the year 1998. Up to-date he has beens serving in the organization as a faithful hardworking member with an unblemished record.,accountant,Male
"Ms. Tracy holds a bachelor of science in business administration from Stonehill College and a master of science in taxation from Bryant University. Before founding Mandel & Tracy, she was a senior manager at KPMG working in their Boston, MA; Providence, RI; and Montvale, NJ offices for numerous tax clients while facilitating various national-level training sessions.",accountant,Female
"His varied professional experience ranges from CFO of owner operated businesses to being a partner in local and national accounting firms where he advised clients in a variety of industries, including small and median owner operated businesses, public companies, aboriginal governments and related organizations and not for profit organizations.",accountant,Male
He continues to serve on various professional committees and is involved in his church. In addition he is now also an author with his book ‘Financial Reporting for Directors in South Africa’ having been published shortly before this book. He is married with three daughters and in 2015 completed the Cape Town Cycle Tour for the 22nd time.,accountant,Male
"She was Finance Director and Company Secretary of Charteris plc, an AIM listed IT consulting company. Her other roles includeFinance Manager and Business Analyst at Logica plc and Strategic Planning Manager at Sony UK.",accountant,Female
Cloud State University in Minnesota. She teaches financial accounting and was named a 2002 G.R. Herberger Distinguished Professor of Business. See less,accountant,Female
"Louis, MO and a proud graduate from the University of Missouri. John is a die-hard Detroit Red Wings fan and an all-around hockey enthusiast. While hockey is his favorite sport, “JMB” is a true year-long grinder and plays nearly every sport DFS has to offer. John was a finalist in the 2011 FanDuel Daily Fantasy Baseball Championship and led (the now defunct) Daily Joust in NHL wins. He’s also been nominated for the 2014 Best Fantasy Baseball Ongoing Series, 2015 Hockey Writer of the Year and 2016 Hockey Writer of the Year awards by the Fantasy Sports Writer’s Association (FSWA). John can be found on Twitter @JMBWngFn.",accountant,Male
"Mrs. Diddle has worked extensively with UT alumni and is actively involved in fundraising efforts for the University of Tennessee. She is a leader in many local organizations that promote education, leadership and volunteerism.",accountant,Female
"He has managed numerous investigations into financial irregularities across Africa that resulted in civil proceedings, regulatory inquiries or criminal proceedings. André is also the service line lead for fraud management, advising clients on effective strategies to mitigate fraud risk.",accountant,Male
"He started his career as a partner with B. Thiagarajan & Co, a mid-sized audit firm in Chennai, handling Audit, Assurance and Risk Advisory services. Subsequently he was with AB Mauri India, a global yeast and bakery ingredients manufacturing company, handling varied roles as Internal Auditor for South Asia. In 2013, he co-founded KASG Finnaissance Consulting, a boutique outfit focused on providing Management and CFO consulting services to the SME segment.",accountant,Male
He previously had worked as an accountant for an oil company. Mr. Tanner has many clients in energy-related companies. He has investment experience in real estate and oil properties.,accountant,Male
"As state auditor, Wood is responsible for making sure North Carolina agencies are getting good values on contracts and spending money as intended by the General Assembly.According to her campaign biography, Wood grew up on her family’s farm near Cove City in eastern North Carolina, put herself through East Carolina University and became a CPA in 1987.She worked in the State Auditor's Office for 15 years before leaving her post in 2007. The next year, she ran against and beat her former boss. She was re-elected in 2012. Although she faced scrutiny early in her first term for not releasing an audit related to former Gov. Mike Easley, Wood has since earned a reputation as leading an agency that is willing to criticize departments overseen by fellow Democrats.",accountant,Female
"He is a Director and the COO – Chief Operating Officer, at Mallah Furman, a Certified Public Accounting Firm which has served South Florida and the surrounding region for over 50 years. Barry also serves as a member of the Firm’s Executive Committee.",accountant,Male
"She took her first yoga class in 2006 and later decided to marry her business expertise with her passion for yoga and opened her first studio, hauteyoga Queen Anne, in 2009, followed by shefayoga Roosevelt in 2013. She created Sendatsu Evolution in 2015, a teacher-training and leadership program that hosts several trainings, retreats, and workshops annually. She lives in Seattle with her daughter.",accountant,Female
"His expertise lies in financial services, strategic planning, international banking, corporate finance, corporate law, industry, joint ventures, retail financing and stock exchange. His experience in industry, finance and banking make a unique combination. His spirit of entrepreneurship led him to set-up Capital Trust Limited (CTL), one of the first few finance and leasing companies in the year 1985. A global presence was established when CTL became a representative of several leading International banks including Bankgesellschaft Berlin AG (Germany), Gruppo Arca Nordest Banks (Italy), BancoSabadell (Spain), Commonwealth Bank (Australia), Royal Bank (Canada), Bank of Austria, The National Commercial Bank (Saudi Arabia) . CTL also established DBS Capital Trust Securities India Pvt. Ltd., a Joint Venture Company with DBS Bank, Singapore.",accountant,Male
"He joined Northern & Shell in 1995 as Financial Controller, became Deputy Finance Director in March 1998 and took up his present position of Group Finance Director in May 1999.",accountant,Male
"He is a former Deputy Editor of The East London Advertiser where he was the Press Gazette Reporter of the Year in 2008. At The Sunday Express he has been Whitehall Editor and still writes as Home Affairs Editor, whilst also serving as Digital News Director for both the Sunday & Daily Express.",accountant,Male
"Born in Jamaica, and one of 10 children, she revered her mom. As a child, she lived on a farm where her and her siblings helped to tend to the animals prior to going to school. Rita knew at a very young age that she would divorce the farm life in search for something else. In school, her subject that she excelled in was math; therefore, it was no surprise when she decided to major in Accounting. Although accounting was her profession, cooking was her passion. Growing up she watched her mom make all the authentic Jamaican dishes and was fascinated with the way her mom could make a four-course meal out of barely anything. Over the years Rita’s home was the home that everyone celebrated the holidays because one thing was for sure and that was the meal would be delicious. Now at age 70, Rita has decided to put those delicious recipes in her first cookbook.",accountant,Female
"He is the Managing Director of Bencini Demajo Corporate Services Ltd, a Financial Service Provider. He obtained a Bachelor of Science degree in Business Management & Computing at the Univeristy of Malta. He furthered his studies at the same University by obtaining a Bachelor of Commerce Honours degree in Business Management. He then went on to achieve a Masters Degree in Business Administration in 2001. Having obtained invaluable experience within the Advisory Services department at PricewaterhouseCoopers, Graham completed his studies by pursuing an ACCA (Association of Chartered Certified Accountants) professional qualification.",accountant,Male
"He joined the Universal Service Administrative Company (USAC) as an auditor in 2011. Prior to joining USAC, he worked in public accounting for two and half years after earning his undergraduate degree in Accounting from Robert Morris University (PA).",accountant,Male
"She tackles genealogy research and education in the same logical way she’d approach an accounting problem. She has lectured internationally and written for numerous genealogical publications. Reach Mary at mroddyn3@msn.com and read her blog, Searching for Stories, at mkrgenealogy.com/searching-for-stories-blog",accountant,Female
"She worked in the banking, insurance, and software development industries for many years before returning to graduate school to earn a master's and doctorate in theology. In 2009 she was diagnosed as being in the final stage of blood cancer and was successfully treated at VCU's Massey Cancer Center, where she recovered fully. In 2012 she and her husband founded a small, nonprofit corporation, Just Compassion, which provides free medical and dental care via mobile units to underserved children in pockets of poverty throughout Virginia and West Virginia. While her husband manages the nonprofit during the week, she does public speaking/fundraising on the weekends. Heaton joined DAR staff in 2017 as a grateful patient/staff accountant. She loves giving back to the university that literally saved her life!",accountant,Female
"Umasuthan has over 30 years of experience in Accounting, Tax and Management from various parts of the world, including Sri Lanka, Zambia, Saudi Arabia and Canada. Umasuthan is also involved in many Community Organizations. He has served as President of few NPOs including Sithankerny Ontrium Cultural Association of Ontario, Jaffna College Alumni Association of Toronto, Canadian Association of the Institute of Chartered Accountants of Sri Lanka, and Past General Secretary of the Thamil Isai Kalaamanram of Ontario. Umasuthan lives in Toronto with his wife and daughter.",accountant,Male
"He graduated from the University of Texas at Austin with a masters in professional accounting, and has been practicing as a CPA for over 15 years. He has experience working in both the corporate tax world (Temple-Inland, Inc. and Freescale Semiconductor, Inc.) as well as in public accounting with firms in the Austin area. In 2015, Iain started his own tax preparation and business consulting firm and brings a wealth of knowledge to his clients in a relaxed and amiable manner.",accountant,Male
"She started her career at Ernst & Young, LLP and McGladrey & Pullen, LLP as an auditor. Her experience includes non-profit organizations, database marketing, lodging and hospitality, real estate, education, telecommunications, consumer products, financial services, insurance, and health services. Aderonke is a member of the American Institute of Certified Public Accountants (AICPA) and National Association of Black Accountants (NABA).",accountant,Female
"Liem graduated from Concordia University with a bachelor’s degree in management information systems and accounting. Liem has held his CPA license in VA since 2001. Prior to working at VIU, Liem worked in different roles for both for- and non-profit companies, as well as on government contracts.",accountant,Male
"He has audited and advised multinational companies for more than 20 years. Currently, he is the partner in charge of the Japan Desk of HLS Mexico, while also serving as statutory examiner for many institutions, including the Liceo Mexicano Japonés AC, his Alma Matter and an important bridge between Mexican and Japanese cultures. His extensive experience, mastery of three languages (Spanish, English, and Japanese), and his knowledge of different cultures make him a rare professional who can offer clients unique perspectives. He started his career as an auditor for Deloitte and played a key role in the opening of Deloitte’s Reynosa office. He was promoted to partner in 2006. Mr. Funakubo joined the HLS Global group in 2010, in search of new professional goals. He holds a degree in public accounting from the Instituto Tecnológico Autónomo de México.",accountant,Male
"He spent 13 years with Arthur Andersen and ten at WPP as chief financial officer. He then joined Cable & Wireless as chief financial officer in 1996 and subsequently served as deputy chief executive and then chief executive of Cable & Wireless Regional, leaving in 2003. Robert was CEO of Aegis Group from 2005 to 2008, and was eight years on British American Tobacco's Board as a non-executive director until 2013. Robert currently serves as a non-executive director of ITC Limited, a large Indian conglomerate, DJI (Holdings) plc and Spire Healthcare Group plc.",accountant,Male
"For over 15 years, Brian has served as a trusted advisor to multi-state businesses and their owners, focusing on the manufacturing and distribution, real estate, and service industries. He has helped these clients in all stages, from business formation to successful exits, including sales to private equity funds and ESOPs. Brian resides in Atlanta with his wife and twin 3 year old sons.",accountant,Male
Esther and her Team offer Accounting and book keeping services for small to medium companies. Some of her clients sit in the Clusterhaus and as little Birds tweet are very content with her work.,accountant,Female
"He has served as the Managing Partner of M/s Ray & Ray, a reputed Chartered Accountant Firm and also as the President of the Institute of Chartered Accountants of India.(ICAI). He is also a Non-executive Independent Director of EIH Ltd, and French Motor Car Co. Ltd., etc. He is also associated with different social and philanthropic associations.",accountant,Male
"He has held positions at both large and small firms, and worked with clients of all sizes, and now focuses on the tax and accounting matters of small-to-medium sized private businesses and their owners.",accountant,Male
"Prior to his appointment of Timmins Gold Controller in 2005 he was Moore Stephens Sonora Office audit manager and independent consultant. He has been involved in all the financial activities since the Company incorporation and has participated in the operation, regulations and legal activities. He also has been involved in the financial management role for other companies of the mining sector. In 2009 was appointed Vice President Finance Mexico and in 2017 he was appointed Country Manager Mexico.",accountant,Male
He got his BSc in Commerce from Ain Shams University in 2004 and pursued his studies in the above fields of knowledge till he discovered the theories demonstrated in this book.,accountant,Male
"He has had experience in managing various projects in the areas of ERP {Development & Implementation}, Corporate Banking, Financial Planning and Analytics, Automated testing, Financial Consolidation, Business Intelligence, and Marketing Analytics. Harshal has been associated with Marico Limited as Manager – Business Applications where he leads critical business applications such as... [More]",accountant,Male
"Previously he held employment with Ryan Associates and the Avenue Capital Group. An athlete, Kevin Martoken enjoys playing in local leagues and also supports the New York Mets and the Giants.",accountant,Male
"Prior to joining ChangeLab Solutions, Trinh worked as an internal auditor at Sterling HSA. He has more than eight years of experience in a variety of industries, including public accounting, retail, nonprofit and health service administration. Trinh graduated from CSU Hayward with a degree in accounting. Jessica Wickens, MFA",accountant,Male
"Her organization agreed to fund her degree with similar terms as Wade. After reflecting on her growth, Kim realized that she didn't want to return to her current role within the organization and sought a broader responsibility to hone her skills and knowledge. She was able to use the program to transition to a small technology company and to broader operational role. The decision to transition came with the large price tag of having to pay her former employer back for her tuition fees but for her it was the right decision.",accountant,Female
"She received her MBA in Finance from Post University and a BS in Accounting from Central Connecticut State University. Belfonti Companies, LLC Real Estate Development and Investment, with a central office located in Hamden, Connecticut, actively and aggressively pursues opportunities throughout the United States and internationally. © The Belfonti Companies. All rights reserved. ",accountant,Female
"He was at Lucas Aerospace for 15 years, rising to the role of finance director, before joining Meggitt in 1993. He served as Meggitt's finance director from 1995 to January 2001 when he became CEO on the retirement of the previous incumbent. Since that time Meggitt's shares have put on 70% compared to a 15% drop for BAE's.",accountant,Male
"Smucker Company in Orrville, Ohio as the Manager, Financial Accounting and Consolidation. In this role, she oversees the consolidation of the financial results and fulfilling all of the external reporting requirements with the Securities and Exchange Commission (SEC). Previously, she held roles at A. Schulman, Inc. and Ernst & Young. Lindsay graduated from Kent State University with both her BS in Accounting in 2008 and her MS in Accounting in 2009. In her spare time, she loves to workout or do any type of physical activity, be in the kitchen, and spend time with her family. Lindsay and her husband Tim currently reside in North Canton, Ohio with their two children, Bradley (2.5 years) and Kennedy (7 months).",accountant,Female
She is the Finance Manager at Mercy Connections and the Treasurer at both the Burlington Bicycle Project and the First Unitarian Universalist Society of Burlington.,accountant,Female
"He’s held executive leadership roles in blue chip companies in both the UK and Europe. He has experience of all aspects of business management including financial control, business development, strategic planning and corporate governance.",accountant,Male
She is a Certified Public Accountant and has been with the firm since 1999. Her favorite activity outside the office is getting together with family and friends.,accountant,Female
"Marlon has previous water utility experience as CFO of Manukau Water Limited and Chief Customer Officer for Watercare. He was appointed to the role of Chief Financial Officer in July 2018, and holds responsibility for Watercare’s financial stability and commercial focus. He oversees the financial planning and analysis, supply chain, property, legal, internal audit, risk and resilience functions.",accountant,Male
"He is an expert at using his accounting and auditing skills to provide the government agencies with high-quality reports and maintain compliance. He has consistently provided employers with outstanding service and demonstrated his commitment to excellence for every job he has undertaken.Gary Kapanowski was previously part of the DCAA compliance team and a liaison who was responsible for developing and receiving approval of forward price rates, overheads, accounting changes and comprehensive business plans. He was responsible for creating numerous Closure and Design-to-Cost reports during his time at DCAA. Read more here:- https://garykapanowski.wordpress.com/2015/02/09/gary-kapanowski-part-of-the-dcaa-compliance-team/",accountant,Male
Mr. Ahmed is also a certified Sustainability Reporting Specialist. He was trained from Malaysia and Indonesia on Sustainability Reporting. He is one of the pioneers in Bangladesh Banking Industry who started to produce full scale sustainability Report and Integrated report for bank.,accountant,Male
"She found a home with a foster mother and lived a somewhat normal life. Annie is the daughter of the man who was allegedly the “Newton Slayer” a serious killer from Newton, Iowa who targeted young mother’s. Since the visions began she decided to travel back to the source of all her adult issues, Newton.",accountant,Female
She has previously been a member and co-chair of the Invercargill City Council Youth Council which she sat on for four years. Tessa represents the youth sector of Southland.,accountant,Female
"Sarah has worked with freelancers and contractors throughout her career, starting as an expenses assistant within an umbrella company and working with many market-leading contractor accounting firms before setting up her own practice.",accountant,Female
"She graduated with an M.B.A. from Rollins College in 2006 and a Bachelor of Arts in Organizational Communication from Rollins College in 2003. Carrie served as IT a Director in Information Technology at Rollins prior to transitioning to Director of Financial Information Systems and Strategic Initiatives. Carrie also serves on the board of Ten Thousand Villages and teaches as an adjunct professor of Financial/Managerial Accounting, Information Technology, and Digital Video.",accountant,Female
"Sheila C. Geeslin has been issued a Tennessee license number 5854. All CPAs, including Sheila C. Geeslin, have at the minimum an undergraduate degree in accounting, passed a rigorous national exam and adhere to mandated continuing education requirements of their states in which they are licensed. CPAs can work in private industry, education or government but most people think of CPAs during tax season as the experts in tax preparation. Their overall training in business and knowledge in principles of general law and taxation provide CPAs with the skills to help individuals with both personal and business financial decisions.",accountant,Female
She has also taken a number of courses in taxation. She currently is the Accountant at the Saskatchewan Writers’ Guild as well as owning her own accounting firm.,accountant,Female
"He has 30 years of experience in auditing, accounting, tax planning, team building and management. John has worked for Ernst & Young CPAs and most recently was the CFO for a large local retailer. Currently he is a partner with Chief Growth Officers, LLC and is a member of the American Institute of Certified Public Accountants and the Florida Institute of Certified Public Accountants. John graduated Magna Cum Laude with BS in Accounting from the University of Akron in Akron, Ohio.",accountant,Male
"He was a former economic adviser in South Africa, the first chairman of the Steering Committee, chief executive of the Secretartiat of the New Partnership for Africa's Development (NEPAD), a former president of the South African Institute of Chartered Accountants, a former chairman of the South African Council of Higher Education, and a former president of the International Organization of Employers.",accountant,Male
"She loves to be at home, enjoys occasional adventures and becomes happy with the simplest things like coffee, a walk along the beach or hearing birds sing by her window when she wakes up.",accountant,Female
"Robert is better able to help his business clients with their legal problems because his CPA, MBA and business experience give him the tools to do so.",accountant,Male
"DeLancey has experience working for the U.S. Department of Justice as a Financial Investigator, the State of Georgia as a Forensic Accountant, and Bank of America as a Bank Security and Bank Operations Manager. He holds a B.A. from the University of Georgia and a B.B.A from Georgia State University.Paul Andrew graduated from the University of Georgia and received his Juris Doctor from Georgia State Law School. He has almost twenty years of experience working in private practice in Lawrenceville, GA.",accountant,Male
"While preparing thousands of tax returns over the years, he has developed close relationships with his clients and their families. Unfortunately, he has witnessed (many times) the devastation and frustration brought on when a family needs to recreate a household's financial puzzle.",accountant,Male
"She has over 25 years of experience in accounting and business consulting. She is a part of the QuickBooks Pro Advisor Network in both the desktop and online versions. In addition, Tracy loves to work with those in the Non Profit Community and has received her CNAP (Certified Non Profit Accounting Professional) Certification.",accountant,Female
"He has spent the last 15 years in financial management of non-profits and is the Director of Finance for the Acton Institute in Grand Rapids, Michigan. For this film he served as the business manager but also found himself behind the camera among other decidedly non-bean-counting pursuits.",accountant,Male
He's connected with several other charities assisting the poor and homeless and is active in the field of education. He is also Vice Chair of St Dominic's Sixth Form College in Harrow and a Director of Terra Nova Pension Trustee Limited.,accountant,Male
"In his career, he has worked as both a CPA and a Chief Financial Officer in the healthcare and real estate industries. Bill received both his Bachelor of Business Administration (accounting) and Master of Taxation from Georgia State University. As the owner of Rozar Morris, Bill’s mission is to provide a highly proactive, personalized and consistent level of service to all of his clients. He and his team are dedicated to fulfilling that goal each and every day.",accountant,Male
"A member of the Society since 1994, he has served the organization as vice president and president of a Conference, a District Council president, archdiocesan vice president and treasurer, as well as a regional treasurer. He also has served as the chair of a Vincentian Life Committee. He has a bachelor’s degree from Loyola University in Chicago and an MBA from the University of Detroit.",accountant,Male
"He often writes about his personal experiences to help others learn more about this fascinating market. For reliable information, Creighton often consults the Barchart.com website, however he is not affiliated with this company in any way.Add A Comment: Name* E-mail* Comment* Send",accountant,Male
"Lance currently works as the managing director of Joshua Lance CPA, LLC, a tech-focused boutique accounting firm specializing in outsourced accounting and CFO services to small businesses and entrepreneurs using cloud based solutions. His previous work includes more than a decade of accounting and auditing experience at top-10 national public accounting firms, including Diversified Financial Management Corp., N Pritzker Capital Management LLC, and Crowe Horwath LLP. His more recent work includes managing cash-flow and investments for high-net-worth individuals.",accountant,Male
"His clients come from a variety of fields including healthcare and construction as well as the non-profit sector. Hall&apos;s services include tax, accounting and consulting work.</p>",accountant,Male
"Beth Ann’s background comes with more than 17 years working in local government as a finance director. She became Signal’s Financial Accountant in June, 2010. In this role, her responsibilities include receipt and payment of all vendor invoices, contract billing preparation, maintenance of accounting informantion, financial reporting, budgeting, and audit preparation. Marketing and Communications Department",accountant,Female
"In 2017 Kita moved from Georgia and has made Tampa her new home. She has been practicing many different latin styles, including Salsa, Merengue, and Bachata, for over 8 years. In addition to being a Salsa Instructor at The Way 2 Dance, she is also a licensed Zumba and Zumba Gold instructor since December 2016.",accountant,Female
"He has provided tax and audit services to clients in a range of industries including construction services, retail trade, nonprofit organizations, closely held businesses, employee benefit plans and energy services. Lee also has experience helping clients with personal tax and estate planning.",accountant,Male
"He is the audit partner responsible for auditing the financial statements of Core Technology’s U.S. operations for the fiscal year ended December 31, 2010. During all times relevant to this case, Thomas was also a partner with Weiss and Associates, LLP. Core Technology, based in Frankfurt, Germany, is an international advertising and media services conglomerate with offices throughout the world. Kuhn and Dieter is Core Technology’s Frankfurt-based auditing firm and issues joint reports with Weiss and Associates, LLP. During the relevant period, Core Technology was a foreign private issuer whose American Depository Receipts were registered with the Securities and Exchange Commission and were listed on the NYSE.",accountant,Male
"His first book, A Rising Man, was the start of a series set in India during the period between the two world wars, when the UK still occupied it. His new book, A Necessary Evil, continues the story of Captain Sam Wyndham and Sergeant ‘Surrender-Not’ Banerjee of the Calcutta Police Force.",accountant,Male
"He has an in-depth understanding of present Indian and Global tax policies. He has been a member of various chambers of commerce and management associations. He has spoken on ""Out-Bound Investment from India"" at The American Embassy in New Delhi. Through his blog, he will concentrate on simplifying complex tax situations and contribute towards tax reforms. Puneet Puri is a Chartered Accountant with more than 15 years of experience in Direct Tax matters. He has an in-depth understanding of present Indian and Gl. . . more",accountant,Male
"Instead, he ends up wanted for murder and on the run. He befriends an Indian who nurses him back to health and provides philosophical commentary. They are pursued by a trio of bounty hunters, including one very nasty man with cannibalistic tendencies. Depp and friend manage to find their way to an Indian village for a final showdown with their pursuers, and themselves. Shot in glorious black-and-white by Robby Müller and featuring an anachronistic but effective solo guitar soundtrack by Neil Young. It goes off the rail occasionally with jarring, over-the-top violence, but manages to be both entertaining and thought provoking, if not downright awe inspiring.",accountant,Male
"She has worked for companies in Nottingham, London and Dublin. Eithne provides financial management and strategic advice to a full range of business entities from large organisations to small growing businesses.",accountant,Female
"Tony was a founder of Dowgate Capital plc, a specialist AIM Market Nominated Adviser and Broker. He was appointed Chief Executive on 2004 and led the successful development of the Group until its sale in Summer 2009. Since then, Tony and his team from Dowgate have successfully established Cairn Financial Advisers LLP, an AIM Nominated Adviser, Plus Adviser and Takeover Code specialist. Tony is a member of the AIM Advisory Group of the London Stock Exchange.",accountant,Male
From 1992 until today she has successfully managed and grown a regional tourism venture into a major tourism company. She has a proven background in fundraising and charity events and a keen interest in film and is dedicated to advancing CinefestOZ and tourism in the South West region.,accountant,Female
"Ms Foreman has over 11 years of combined experience with top and middle tier accounting firms, and more recently a corporate advisory company specialising in the areas of Audit, Advisory and Corporate Services. Ms Foreman has extensive skills in the areas of Audit, Corporate Services, due diligence and ASX corporate compliance.",accountant,Female
"After strange occurrences begin haunting her, she�s convinced by a motherly friend to take a vacation in <?xml:namespace prefix = st1 ns = ""urn:schemas-microsoft-com:office:smarttags"" />Scotland. While there, she meets the man of her dreams, a handsome stranger with shifting hazel eyes.",accountant,Female
"A consultant and non-executive director, she previously served as an elected member of the SA Accounting Practices Board and is the ex-chairperson of the Chamber of Mines Accounting Committee. Her other recent board memberships include non-executive directorships at Teba Limited, Metamar Limited and Rand Refinery. She’s also been active in the non-profit sector as a director of the Ekurhuleni Jewellery Beneficiation Project and a benefactor of weCare, a community upliftment initiative that helps orphaned children. She holds Bachelor of Commerce and Bachelor of Accountancy degrees from the University of the Witwatersrand.",accountant,Female
"At all relevant times he was a partner in the accounting firm of Deloitte & Touche (""Deloitte""). Bacsik served as engagement partner for the audits of the year-end financial statements of Fine Host Corporation from at least 1993 through Fine Host's fiscal year ended December 25, 1996. He was also the engagement partner for the reviews of Fine Host's quarterly financial statements for the relevant periods in fiscal 1996 and for the first quarter of fiscal 1997.",accountant,Male
"Throughout his career, Gavin has held key financial positions with various building and construction companies. Gavin commenced his career as Canstruct Chief Financial Officer in 2013. His role includes supporting the CEO and management team to develop and deliver strategy and planning, and managing the risks associated with an international building and civil engineering business. Since tenure as Canstruct CFO, Gavin has taken a lead role in the augmentation and improvement of the company systems and financial processes to support the growth of the company.",accountant,Male
